loss,mae,val_loss,val_mae,learning_rate
28.241479873657227,5.833237648010254,3.7385709285736084,2.0868308544158936,0.0010000000474974513
3.2838168144226074,1.7503501176834106,1.1225388050079346,1.2366763353347778,0.0010000000474974513
1.2935529947280884,1.1250489950180054,0.650708794593811,0.9303138256072998,0.0010000000474974513
0.8331422805786133,0.901738166809082,0.38025879859924316,0.7005079984664917,0.0010000000474974513
0.5478842854499817,0.7143417000770569,0.2595643401145935,0.5672112107276917,0.0010000000474974513
0.4400637745857239,0.6347202658653259,0.16965249180793762,0.4433760643005371,0.0010000000474974513
0.32386305928230286,0.5365918874740601,0.12363088876008987,0.3488582968711853,0.0010000000474974513
0.27341029047966003,0.4863419830799103,0.125469371676445,0.39881521463394165,0.0010000000474974513
0.27124860882759094,0.48200756311416626,0.0876036062836647,0.2840826213359833,0.0010000000474974513
0.2560395896434784,0.46733954548835754,0.08066702634096146,0.24785590171813965,0.0010000000474974513
0.24409900605678558,0.45529109239578247,0.09338919073343277,0.30830273032188416,0.0010000000474974513
0.2512719929218292,0.45257073640823364,0.08253419399261475,0.28155481815338135,0.0010000000474974513
0.2260371595621109,0.4291616678237915,0.0727994367480278,0.2487988919019699,0.0010000000474974513
0.23598919808864594,0.44769591093063354,0.08191630989313126,0.2782742977142334,0.0010000000474974513
0.2296765297651291,0.42739203572273254,0.0873345360159874,0.31620749831199646,0.0010000000474974513
0.21494820713996887,0.42257872223854065,0.0851290300488472,0.3039420545101166,0.0010000000474974513
0.21737587451934814,0.43074706196784973,0.07322371006011963,0.2346341907978058,0.0010000000474974513
0.21019093692302704,0.4197640120983124,0.06883466988801956,0.2169843167066574,0.0010000000474974513
0.2021462470293045,0.4043513536453247,0.10644746571779251,0.4057179391384125,0.0010000000474974513
0.2405938357114792,0.45384150743484497,0.0713973194360733,0.25532135367393494,0.0010000000474974513
0.2043091356754303,0.41505953669548035,0.06702744960784912,0.211940735578537,0.0010000000474974513
0.21511594951152802,0.42423734068870544,0.07489071041345596,0.266889363527298,0.0010000000474974513
0.20417986810207367,0.4192277491092682,0.07803050428628922,0.2854970395565033,0.0010000000474974513
0.20833979547023773,0.41240784525871277,0.08054560422897339,0.2884463965892792,0.0010000000474974513
0.20441298186779022,0.4061237573623657,0.07503240555524826,0.27126699686050415,0.0010000000474974513
0.20424006879329681,0.40931686758995056,0.06813818216323853,0.24330756068229675,0.0010000000474974513
0.18808555603027344,0.3937603831291199,0.0663890466094017,0.2159213423728943,0.0010000000474974513
0.18663325905799866,0.3894674479961395,0.06702686101198196,0.2261272370815277,0.0010000000474974513
0.1886727213859558,0.3958289623260498,0.06353425979614258,0.24521608650684357,0.0010000000474974513
0.19967328011989594,0.4034276008605957,0.08497229218482971,0.3319336771965027,0.0010000000474974513
0.19384726881980896,0.3913761079311371,0.07414884120225906,0.21492332220077515,0.0010000000474974513
0.1947689950466156,0.39182063937187195,0.0750965029001236,0.2779912054538727,0.0010000000474974513
0.19780676066875458,0.40523195266723633,0.07131336629390717,0.23127470910549164,0.0010000000474974513
0.19104187190532684,0.3891494572162628,0.06794174760580063,0.24024592339992523,0.0010000000474974513
0.20013776421546936,0.41314154863357544,0.08883317559957504,0.27118217945098877,0.0010000000474974513
0.185917928814888,0.3934600055217743,0.07536787539720535,0.23695562779903412,0.0010000000474974513
0.17866703867912292,0.3767170310020447,0.07164973765611649,0.28471171855926514,0.0010000000474974513
0.19376827776432037,0.3884621858596802,0.06835004687309265,0.2196855992078781,0.0010000000474974513
0.19026854634284973,0.3969265818595886,0.08734480291604996,0.26545193791389465,0.0010000000474974513
0.19907094538211823,0.4038740396499634,0.07672140747308731,0.30193206667900085,0.0005000000237487257
0.18997728824615479,0.38239291310310364,0.06567211449146271,0.25417888164520264,0.0005000000237487257
0.18444982171058655,0.38427114486694336,0.06670636683702469,0.23337988555431366,0.0005000000237487257
0.18368157744407654,0.39336854219436646,0.06520538777112961,0.2217658907175064,0.0005000000237487257
0.1722167432308197,0.3704543709754944,0.06564155966043472,0.20468248426914215,0.0005000000237487257
0.17579029500484467,0.38188624382019043,0.06626029312610626,0.21781982481479645,0.0005000000237487257
0.17528340220451355,0.36709633469581604,0.07588835805654526,0.29849129915237427,0.0005000000237487257
0.1896124631166458,0.40092936158180237,0.08033084869384766,0.31849804520606995,0.0005000000237487257
0.17257589101791382,0.3760625123977661,0.06347725540399551,0.19989843666553497,0.0005000000237487257
0.1810285598039627,0.38275331258773804,0.06816139072179794,0.19950710237026215,0.0005000000237487257
0.1612076461315155,0.3529856204986572,0.06559611856937408,0.20138724148273468,0.0002500000118743628
0.17131495475769043,0.3749926686286926,0.0649818405508995,0.22188332676887512,0.0002500000118743628
0.17452137172222137,0.3761238753795624,0.06530307233333588,0.19198952615261078,0.0002500000118743628
0.18033571541309357,0.37991583347320557,0.06639231741428375,0.20831365883350372,0.0002500000118743628
