loss,mae,val_loss,val_mae,learning_rate
0.18489931523799896,0.3882833421230316,0.06456972658634186,0.1995069533586502,0.0002500000118743628
0.1691378355026245,0.3660752773284912,0.06270420551300049,0.21319876611232758,0.0002500000118743628
0.16637510061264038,0.3669397234916687,0.06265372037887573,0.21714313328266144,0.0002500000118743628
0.16323736310005188,0.36062687635421753,0.06376397609710693,0.19433936476707458,0.0002500000118743628
0.15961512923240662,0.3589125871658325,0.0693102553486824,0.20275188982486725,0.0002500000118743628
0.16939617693424225,0.3696753978729248,0.06322469562292099,0.20481525361537933,0.0002500000118743628
0.16748930513858795,0.3590097725391388,0.0637793242931366,0.22274066507816315,0.0002500000118743628
0.16648606956005096,0.3682542145252228,0.06137917563319206,0.20473407208919525,0.0002500000118743628
0.1722463220357895,0.37237584590911865,0.06364871561527252,0.22495479881763458,0.0002500000118743628
0.16957548260688782,0.37909576296806335,0.06497564166784286,0.19924570620059967,0.0002500000118743628
0.16485801339149475,0.36993879079818726,0.06462316960096359,0.22534748911857605,0.0002500000118743628
0.1590459942817688,0.3571323752403259,0.06627646833658218,0.21350757777690887,0.0002500000118743628
0.1737428605556488,0.3723929226398468,0.06295636296272278,0.23208390176296234,0.0002500000118743628
0.1630721539258957,0.3634752929210663,0.06336865574121475,0.20055797696113586,0.0002500000118743628
0.1751834601163864,0.3740822374820709,0.06300103664398193,0.2066529393196106,0.0002500000118743628
0.17554381489753723,0.37005293369293213,0.06264912337064743,0.2100692242383957,0.0002500000118743628
0.16737256944179535,0.3699972927570343,0.06904073804616928,0.25507521629333496,0.0002500000118743628
0.16420938074588776,0.35940316319465637,0.06589464098215103,0.20012326538562775,0.0002500000118743628
0.16022692620754242,0.35793212056159973,0.06804927438497543,0.20050504803657532,0.0001250000059371814
0.17138643562793732,0.36865705251693726,0.07330931723117828,0.22213636338710785,0.0001250000059371814
0.17523466050624847,0.37352749705314636,0.06693653017282486,0.19427862763404846,0.0001250000059371814
0.15966913104057312,0.35381388664245605,0.06465408205986023,0.1936417818069458,0.0001250000059371814
0.16442961990833282,0.36396801471710205,0.07690490037202835,0.22729328274726868,0.0001250000059371814
0.1563013195991516,0.35785606503486633,0.06996195018291473,0.20525816082954407,0.0001250000059371814
0.17022348940372467,0.3699377775192261,0.06927651911973953,0.20666271448135376,0.0001250000059371814
0.17301586270332336,0.3743903934955597,0.06821882724761963,0.20336098968982697,0.0001250000059371814
0.15251268446445465,0.3574264347553253,0.06845658272504807,0.20583495497703552,0.0001250000059371814
0.17813758552074432,0.3781297206878662,0.06410235166549683,0.19301925599575043,0.0001250000059371814
0.14513057470321655,0.3449631333351135,0.06844817101955414,0.20191256701946259,6.25000029685907e-05
0.16206666827201843,0.36549827456474304,0.068613700568676,0.2055514007806778,6.25000029685907e-05
0.16584111750125885,0.3654455244541168,0.07133736461400986,0.20971554517745972,6.25000029685907e-05
0.1654895395040512,0.3601479232311249,0.06759700179100037,0.1968846470117569,6.25000029685907e-05
0.16696859896183014,0.35870397090911865,0.06795737147331238,0.1989939659833908,6.25000029685907e-05
0.1608269065618515,0.3614656329154968,0.06940624117851257,0.1995360404253006,6.25000029685907e-05
0.16239702701568604,0.3521517217159271,0.0653349757194519,0.19069041311740875,6.25000029685907e-05
0.16265976428985596,0.360845685005188,0.07478173822164536,0.22432538866996765,6.25000029685907e-05
0.16038484871387482,0.35779574513435364,0.06477335095405579,0.1895810067653656,6.25000029685907e-05
0.17294223606586456,0.37563997507095337,0.0693758949637413,0.2019360512495041,6.25000029685907e-05
0.15799325704574585,0.3593936860561371,0.06533900648355484,0.1906108558177948,3.125000148429535e-05
0.1562509685754776,0.3519922196865082,0.06990388035774231,0.20983505249023438,3.125000148429535e-05
0.1662055104970932,0.36237022280693054,0.06485690921545029,0.19161014258861542,3.125000148429535e-05
0.15873020887374878,0.3666244447231293,0.06686568260192871,0.19672060012817383,3.125000148429535e-05
0.16270501911640167,0.3597615361213684,0.06726822257041931,0.19744636118412018,3.125000148429535e-05
0.15461498498916626,0.3546146750450134,0.06947483122348785,0.20584514737129211,3.125000148429535e-05
0.16315636038780212,0.3605985939502716,0.06602858006954193,0.1958988904953003,3.125000148429535e-05
0.1548473834991455,0.36158475279808044,0.06674651056528091,0.19650889933109283,3.125000148429535e-05
0.16620415449142456,0.36332958936691284,0.06883519887924194,0.2023485004901886,3.125000148429535e-05
0.15228083729743958,0.34965357184410095,0.06585173308849335,0.198502779006958,3.125000148429535e-05
0.16340702772140503,0.36458951234817505,0.0662764236330986,0.19904391467571259,1.5625000742147677e-05
0.15645362436771393,0.3472972512245178,0.06622256338596344,0.19833481311798096,1.5625000742147677e-05
0.14377760887145996,0.3427394926548004,0.06658246368169785,0.19824637472629547,1.5625000742147677e-05
0.16180776059627533,0.3531911373138428,0.06762246042490005,0.20315685868263245,1.5625000742147677e-05
0.15857461094856262,0.36014053225517273,0.06750209629535675,0.20284314453601837,1.5625000742147677e-05
0.1494637429714203,0.3510517179965973,0.06532526761293411,0.19488491117954254,1.5625000742147677e-05
0.1675925850868225,0.36942940950393677,0.06389535218477249,0.18973101675510406,1.5625000742147677e-05
0.1594293862581253,0.3559429347515106,0.0661390945315361,0.19384056329727173,1.5625000742147677e-05
0.16230688989162445,0.3592033088207245,0.06717612594366074,0.1981056183576584,1.5625000742147677e-05
0.16183407604694366,0.3642747700214386,0.06740761548280716,0.19886451959609985,1.5625000742147677e-05
